degree_names,languages,matched_score,institution_count,max_passing_year,gpa,min_experience_requirement,min_age_requirement,extra_curricular,certification,major1_mapped,major2_mapped,job1,job2,job3
Bachelor,,0.65,1,2020,,2.0,25.0,1,0,Economics,Undeclared,Consultant,Analyst,
Master,,0.8166666666666668,2,2008,2.84,3.0,,0,0,Computer Science,Natural Sciences,Business Development Director,Sales Representative,Business Development Director
Bachelor,,0.613333333,2,,,,20.0,1,1,Electrical Engineering,Natural Sciences,Engineering Technician,Manufacturing Technician,Research Assistant
Bachelor,,0.85,1,2019,,4.0,,1,0,Data Science,Undeclared,Data Scientist,,
Bachelor,,0.683333333,1,,,1.0,25.0,1,0,Chemical Engineering,Undeclared,Engineer,Field Engineer,Service Manager
Bachelor,,0.693333333,1,,,15.0,52.0,0,1,Undeclared,Undeclared,Software Engineer,,Administrator
Master,Arabic,0.4666666666666666,4,,,4.0,,0,0,Accounting,Undeclared,Accountant,Accountant,Accountant
Bachelor,,0.65,1,2018,,1.0,,1,0,Undeclared,Undeclared,Analyst,,
Bachelor,,0.623333333,1,2019,,1.0,,1,0,Undeclared,Undeclared,Others,,
Bachelor,,0.8166666666666665,1,2005,,1.0,,0,0,Accounting,Undeclared,Accountant,Accountant,Accountant
Bachelor,,0.65,1,2020,,1.0,,1,0,Mechanical Engineering,Undeclared,Business Analyst,,
Master,Mandarin,0.85,2,2012,3.5,3.0,,0,1,Accounting,Business Administration,Accountant,Accountant,
Master,,0.52,2,2009,,1.0,22.0,1,0,Accounting,Accounting,Accountant,Accountant,Accountant
Bachelor,,0.783333333,2,1991,,5.0,28.0,0,0,Electrical Engineering,Computer Science,Engineering Technician,Quality Assurance Specialist,
Master,Mandarin,0.4466666666666666,2,2012,3.5,1.0,25.0,0,1,Accounting,Business Administration,Accountant,Accountant,
Master,,0.85,2,2019,,1.0,25.0,1,0,Computer Science,Computer Science,Data Scientist,,
Bachelor,,0.7166666666666667,1,1996,,4.0,,1,0,Undeclared,Undeclared,,,Others
Master,,0.306666667,2,2017,,1.0,25.0,1,0,Electrical Engineering,Data Analytics,Analyst,,
Bachelor,,0.35,1,2020,,2.0,,1,0,Information Technology,Undeclared,Others,,
Bachelor,,0.716666667,1,2020,,3.0,,0,0,Undeclared,Undeclared,,,
Master,,0.85,2,2020,,,20.0,0,1,Electrical Engineering,Artificial Intelligence,Development Engineer,,
Master,,0.7833333333333333,3,,4.0,2.0,,1,1,Education,Economics,Accountant,District Administrative Manager,Business Manager
PhD,Hebrew,0.45,2,2008,0.16399999999999998,2.0,25.0,1,0,Computer Science,Computer Science,Intern,Intern,
PhD,,0.65,3,,,5.0,30.0,0,0,Undeclared,Electrical Engineering,Engineer,Systems Engineer,Electrical Engineer
PhD,,0.816666667,9,2014,,,18.0,0,0,Undeclared,Undeclared,Engineer,Process Technician,Quality Engineer
Bachelor,,0.7933333333333333,2,,,5.0,30.0,0,0,General Studies,Architecture,Accountant,,Owner
Master,,0.4066666666666667,3,,4.0,4.0,,1,1,Education,Economics,Accountant,District Administrative Manager,Business Manager
Bachelor,,0.3066666666666667,1,,3.84,1.0,25.0,1,1,Accounting,Undeclared,Accountant,Accountant,Tax Analyst
Master,,0.65,2,,,2.0,25.0,0,0,Computer Science,Electrical Engineering,Software Engineer,Software Engineer,Software Engineer
Bachelor,Arabic,0.6833333333333332,1,2010,,3.0,25.0,0,0,Accounting,Undeclared,Others,Others,Accountant
Bachelor,,0.416666667,1,2019,,,18.0,1,0,Information Technology,Undeclared,,,
Bachelor,,0.603333333,1,2021,,4.0,,1,0,Undeclared,Undeclared,Software Engineer,,
PhD,,0.85,2,2019,,,,1,0,Electrical Engineering,Computer Science,,,
Bachelor,,0.75,1,,,3.0,25.0,0,0,Communication,Undeclared,Buisness Developer,Consumer Analyst,Marketing Analyst
Master,,0.5499999999999999,2,1,,3.0,,0,0,Accounting,Computer Science,Accountant,Accountant,Accountant
Master,,0.65,3,2001,,,18.0,0,0,Business Administration,Undeclared,Accountant,Corporate Tax Analyst,Accountant
Bachelor,,0.716666667,2,2017,3.1768,5.0,30.0,1,1,General Studies,Aerospace Engineering,Engineer,Tutor,Mechanical Design Engineer
Master,,0.65,2,2020,,1.0,,0,1,Computer Science,Undeclared,Analyst,,
Master,,0.399999,3,2011,,2.0,25.0,1,1,Mechanical Engineering,Business Administration,Director,,Vice President
Bachelor,,0.576666667,1,2019,,,22.0,1,0,Electrical Engineering,Undeclared,Analyst,,
Bachelor,,0.816666667,1,2018,3.8,,,0,0,Computer Science,Undeclared,Computer Scientist,Machine Learning Engineer,IT Technician
Master,,0.716666667,2,2020,,5.0,,1,1,Computer Science,Computer Science,Machine Learning Engineer,,
Bachelor,,0.683333333,1,2018,,5.0,25.0,0,0,Electrical Engineering,Undeclared,Consultant,Software Engineer,
PhD,,0.85,2,2021,,3.0,,0,0,Electrical Engineering,Data Science,Data Engineer,,
Bachelor,,0.65,1,2019,,5.0,30.0,0,0,Materials Engineering,Undeclared,Intern,,
Master,,0.65,2,2019,,5.0,30.0,1,0,Economics,Economics,Finance Technology Expert,,
Bachelor,,0.8166666666666668,1,,,,,0,0,General Studies,Undeclared,Business Development Consultant,,Sales Representative
Master,,0.716666667,2,2020,,3.0,,0,0,Computer Science,Computer Science,Software Engineer,Software Engineer,
Bachelor,,0.716666667,2,2010,,1.0,,0,0,Mechanical Engineering,Undeclared,Engineer,Design Engineer,Project Engineer
Master,Swahili,0.826666667,5,2011,,2.0,25.0,0,0,Information Technology,Computer Science,,Computer Technician,Software Engineer
Bachelor,,0.726666667,1,2020,,3.0,25.0,1,1,Undeclared,Undeclared,Business Analyst,,
Master,,0.65,2,2019,,5.0,30.0,0,0,Electrical Engineering,Data Science,Machine Learning Engineer,,
Master,Spanish,0.4333333333333333,3,,,5.0,24.0,1,1,Accounting,Business Administration,Accountant,Accountant,Bookkeeper
Bachelor,,0.383333333,1,,3.6,1.0,22.0,0,1,Computer Science,Undeclared,Android Engineer,Android Engineer,
Bachelor,,0.65,1,,,,18.0,0,0,Electrical Engineering,Undeclared,Technician,Technician,
Master,,0.3833333333333333,2,2008,3.67,3.0,,0,0,Accounting,Accounting,Accountant,Accountant,Accountant
Bachelor,,0.85,1,2019,,5.0,,0,0,Materials Engineering,Undeclared,Intern,,
Master,,0.65,2,,,2.0,,0,0,Computer Science,Electrical Engineering,Software Engineer,Software Engineer,Software Engineer
Bachelor,,0.75,0,,,5.0,25.0,0,0,Undeclared,Undeclared,,Nutrition Clerk,Manager
Master,,0.85,2,2023,,1.0,,0,0,Computer Science,Computer Science,Technician,Office Assistant,
Bachelor,,0.65,2,,3.7,15.0,52.0,0,0,Information Technology,Undeclared,Lighting Field Engineering Technician,Administrative Technical Assistant,Customer Service Professional
Bachelor,,0.7166666666666667,1,2012,4.0,1.0,22.0,0,0,Undeclared,Undeclared,Business Development Director,Event Manager,Customer Service Specialist
Bachelor,,0.85,1,2020,3.8,2.0,25.0,0,0,Cybersecurity,Undeclared,Information Technology Specialist,Information Technology Specialist,
Master,,0.48,2,1,,2.0,25.0,0,0,Accounting,Computer Science,Accountant,Accountant,Accountant
Bachelor,,0.85,1,,3.4,3.0,,0,0,Design Technology,Undeclared,Engineering Technician,Material Handler,General Laborer
Bachelor,,0.45,1,2018,,,18.0,0,0,Computer Science,Undeclared,Others,Data Consultant,
Bachelor,,0.85,1,2006,,5.0,30.0,1,0,Sociology,Undeclared,Engineering Technician,Administrative Assistant,Office Manager
Bachelor,,0.55,1,2021,3.91,5.0,24.0,0,0,Computer Science,Undeclared,Mentor,Captain,
Master,,0.85,2,2015,,3.0,,0,1,Computer Science,Computer Science,Instructor,Software Engineer,Software Engineer
Master,,0.65,2,2020,,4.0,,1,0,Computer Science,Data Science,,,
Bachelor,,0.75,1,2020,,,,0,0,Computer Science,Undeclared,Engineer,,
Bachelor,,0.33,1,2005,,4.0,,0,0,Accounting,Undeclared,Accountant,Accountant,Accountant
Master,,0.7266666666666666,3,2001,,5.0,,0,0,Business Administration,Undeclared,Accountant,Corporate Tax Analyst,Accountant
Bachelor,,0.75,1,,,2.0,25.0,0,1,General Studies,Undeclared,Engineering Technician,Engineering Technician,Technician
Bachelor,,0.433333333,1,2020,,,18.0,0,0,Undeclared,Undeclared,Data Analyst,,
Bachelor,,0.346666667,1,2019,,15.0,52.0,1,0,Chemical Sciences,Undeclared,Data Scientist,,
Bachelor,,0.6,1,2025,3.1,2.0,25.0,1,1,Biological Sciences,Undeclared,Dining Room Attendant,Childcare Provider,
PhD,,0.75,2,2015,,,22.0,0,0,Computer Science,Undeclared,Engineer,Software Engineer,Software Engineer
Bachelor,,0.35,2,1999,,1.0,,0,1,Chemical Engineering,Pre-Medical Studies,Others,,
Bachelor,,0.716666667,1,2018,,5.0,30.0,0,0,Computer Science,Undeclared,Business Analyst,,
Master,,0.8733333333333334,3,2017,,5.0,25.0,0,1,Information Systems,Criminal Justice,Business Development Analyst,Business Enterprise Risk Manager,Client Relationship Specialist
Bachelor,,0.65,1,2020,,,22.0,1,0,Computer Science,Undeclared,Intern,,
PhD,,0.783333333,3,2015,,5.0,30.0,1,0,Mechanical Engineering,Robotics Engineering,Process Engineer,Research Assistant,Researcher
Bachelor,,0.483333333,1,2019,,5.0,30.0,0,0,Computer Science,Undeclared,Data Scientist,,
Bachelor,,0.626666667,1,2019,,1.0,,0,0,Computer Science,Undeclared,Data Scientist,,
Master,,0.65,2,2021,,5.0,28.0,0,1,Computer Science,Computer Science,Intern,,
Bachelor,,0.726666667,1,2019,,1.0,25.0,0,0,Information Technology,Undeclared,Data Analyst,,
Bachelor,,0.683333333,1,,,15.0,52.0,0,0,Computer Engineering,Undeclared,Buisness Engineer,Project Engineer,Operations Technician
Bachelor,,0.683333333,1,2018,3.01,2.0,,0,0,Civil Engineering,Undeclared,Engineer,Field Engineer,Field Engineer
Bachelor,,0.716666667,1,2020,,3.0,,1,0,Electrical Engineering,Undeclared,Systems Engineer,,
Bachelor,,0.71,2,1994,3.41,3.0,,0,1,Accounting,Accounting,Accountant,Resource Advisor,Accountant
Bachelor,,0.35,1,2020,,1.0,,0,0,Electrical Engineering,Undeclared,Machine Learning Engineer,,
Bachelor,,0.85,1,2021,,5.0,,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.35,1,2019,,1.0,25.0,1,0,Computer Science,Undeclared,Machine Learning Engineer,,
Master,,0.546666667,2,2019,,1.0,,0,0,Electrical Engineering,Data Science,Machine Learning Engineer,,
Master,,0.816666667,2,2019,,4.0,,0,0,Computer Science,Computer Science,Software Engineer,,
Bachelor,,0.683333333,1,2020,,1.0,,1,0,Information Technology,Undeclared,Others,,
Bachelor,,0.7600000000000001,1,2002,,4.0,,1,1,Accounting,Undeclared,Accountant,Accountant,Financial Analyst
Bachelor,,0.583333333,1,,,15.0,52.0,0,1,General Studies,Undeclared,Engineering Technician,Engineering Technician,Technician
Master,,0.266666667,2,2020,,5.0,30.0,0,0,Computer Science,Computer Science,Software Engineer,Software Engineer,
Bachelor,,0.916666667,1,2018,,3.0,40.0,1,0,Undeclared,Undeclared,Analyst,,
Bachelor,,0.783333333,1,2020,,,,1,0,Undeclared,Undeclared,Intern,,
Bachelor,,0.5066666666666667,2,1994,3.41,5.0,,0,1,Accounting,Accounting,Accountant,Resource Advisor,Accountant
Bachelor,,0.816666667,1,,,2.0,25.0,1,0,Chemical Engineering,Undeclared,Engineer,Field Engineer,Service Manager
Bachelor,,0.45,1,2019,,1.0,,1,0,Civil Engineering,Undeclared,Financial Analyst,,
Bachelor,,0.716666667,1,2018,3.8,5.0,,0,0,Computer Science,Undeclared,Computer Scientist,Machine Learning Engineer,IT Technician
Bachelor,,0.783333333,1,,,3.0,,0,0,Undeclared,Undeclared,,,
Bachelor,,0.683333333,1,2019,,3.0,,0,0,Materials Engineering,Undeclared,Intern,,
Master,,0.65,2,2019,,5.0,30.0,1,0,Commerce,Undeclared,Data Scientist,,
Bachelor,,0.55,1,2020,,5.0,30.0,0,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.58,1,2020,,,18.0,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.6,11,,,5.0,,0,0,Undeclared,General Engineering,Engineer,Electrical Superintendent,Engineer
Bachelor,,0.693333333,1,2020,,1.0,25.0,0,0,Undeclared,Undeclared,Intern,,
Master,Spanish,0.6833333333333332,2,2014,,5.0,,0,1,Accounting,Business Administration,Accountant,,Administrator
Bachelor,,0.683333333,1,,,5.0,30.0,0,0,Mechanical Engineering,Undeclared,Engineer,,Reliability Engineer
Bachelor,,0.906666667,1,,3.8,,20.0,1,0,Computer Science,Undeclared,Software Engineer,,
Bachelor,,0.8166666666666668,2,2004,,,22.0,0,0,Accounting,Computer Science,Accountant,Financial Aid Accountant,Customer Care Consultant
Master,,0.5,3,2014,,3.0,,0,0,Accounting,Accounting,Accountant,Accountant,Accountant
Bachelor,,0.85,1,2019,,,20.0,1,0,Statistics,Undeclared,Engineer,,
Master,,0.85,2,2015,,1.0,,0,1,Computer Science,Computer Science,Instructor,Software Engineer,Software Engineer
Bachelor,,0.85,1,2020,,,20.0,1,0,Mechanical Engineering,Undeclared,Business Analyst,,
Master,,0.85,2,2016,0.2788,,,0,0,General Engineering,Chemical Engineering,Engineer,Others,
Master,,0.683333333,2,2020,,,22.0,0,0,Computer Science,Data Analytics,Machine Learning Engineer,,
Bachelor,,0.683333333,1,2020,,,,0,0,Information Technology,Undeclared,Intern,,
Master,,0.35,2,2019,,5.0,24.0,1,0,Biotechnology,Data Science,Intern,,
Bachelor,,0.65,5,2010,,3.0,,0,0,Undeclared,Undeclared,Construction Engineer,Combat Engineer,Combat Engineer
Bachelor,,0.333333333,1,2019,,2.0,25.0,1,0,Computer Science,Undeclared,Machine Learning Engineer,,
PhD,,0.45,2,1980,,2.0,25.0,0,0,Computer Science,Computer Science,Professor,Professor,
Master,,0.35,2,2019,,5.0,,1,0,Economics,Economics,,,
Bachelor,,0.7600000000000001,2,2004,,1.0,22.0,0,0,Accounting,Computer Science,Accountant,Financial Aid Accountant,Customer Care Consultant
Master,,0.626666667,2,,4.0,5.0,,1,1,Industrial Engineering,Materials Engineering,Industrial Engineer,Industrial Engineer,Industrial Engineer
Bachelor,,0.45,1,2019,,2.0,25.0,0,1,Computer Engineering,Undeclared,,,
Bachelor,,0.85,1,,,1.0,,0,0,Communication,Undeclared,Project Manager,Project Manager,Ad Operations Coordinator
Master,,0.65,2,2019,,5.0,30.0,1,0,Commerce,Data Science,Data Analyst,,
Master,,0.6766666666666667,2,1,,,,0,0,Accounting,Computer Science,Accountant,Accountant,Accountant
Master,,0.626666667,2,2019,,3.0,,0,1,Chemical Engineering,Chemical Engineering,Research Assistant,,
Master,,0.716666,3,2011,,15.0,52.0,1,1,Mechanical Engineering,Business Administration,Director,,Vice President
Bachelor,,0.683333333,1,2020,,1.0,,1,0,Information Technology,Undeclared,Research Assistant,,
Bachelor,,0.65,1,2020,,4.0,,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.33,1,2020,,15.0,52.0,1,0,Computer Science,Undeclared,Python Developer,,
Bachelor,,0.683333333,1,2019,,4.0,,0,1,Electrical Engineering,Undeclared,,,
Master,,0.55,2,2021,,5.0,,1,0,Computer Science,Data Science,Intern,,
Master,,0.75,3,,,3.0,,0,1,Finance,Business Administration,Business Development Director,Athletic Coordinator,Patient Relations Specialist
Bachelor,,0.85,3,2020,4.0,5.0,30.0,0,0,Linguistics,General Engineering,,,Hard Coating Technician
Master,,0.683333333,2,2020,,1.0,,0,1,Statistics,Data Science,Statistical Analyst,,
Bachelor,,0.35,1,2020,,5.0,25.0,1,0,Information Technology,Undeclared,Others,,
Bachelor,,0.783333333,1,2012,,5.0,25.0,0,0,Electrical Engineering,Undeclared,Computer Engineer,Systems Analyst,
Bachelor,,0.85,3,2020,4.0,,,0,0,Linguistics,General Engineering,,,Hard Coating Technician
Bachelor,,0.65,1,1996,3.5,2.0,25.0,0,1,Undeclared,Undeclared,Engineering Planning Manager,Manufacturing Project Engineer,Production Planner
Master,,0.45,2,1,,5.0,,0,0,Accounting,Computer Science,Accountant,Accountant,Accountant
Bachelor,,0.473333333,4,2015,,5.0,,0,0,Food Science,Business Administration,Engineer,Electrical Superintendent,Project Manager
Master,French,0.7166666666666667,2,1990,,5.0,30.0,1,1,Finance,Modern Languages,Business Development Director,,
Bachelor,,0.383333333,1,2018,,5.0,30.0,1,0,Mechanical Engineering,Undeclared,,,
Bachelor,,0.283333333,2,2014,,1.0,,0,0,Undeclared,Undeclared,Engineer,Receptionist,
Bachelor,,0.793333333,1,2021,,2.0,25.0,1,0,Computer Science,Undeclared,,,
Bachelor,,0.7833333333333333,1,,,,18.0,1,1,General Studies,Undeclared,Business Development Director,Inside Sales Manager,Inside Sales Manager
PhD,,0.75,3,2015,,3.0,,1,0,Mechanical Engineering,Robotics Engineering,Process Engineer,Research Assistant,Researcher
Bachelor,Arabic,0.7166666666666667,1,2010,,,18.0,0,0,Accounting,Undeclared,Others,Others,Accountant
Master,,0.895,3,2017,4.0,5.0,,0,0,Data Analytics,Environmental Science,,,
Bachelor,,0.71,1,,,1.0,25.0,0,1,General Studies,Undeclared,Engineering Technician,Engineering Technician,Technician
Bachelor,,0.783333333,1,1999,,5.0,24.0,0,0,Undeclared,Undeclared,Engineering Technician,Repair Technician,Production Specialist
Bachelor,Spanish,0.726666667,1,2009,2.5,1.0,25.0,0,1,Electrical Engineering,Undeclared,Engineering Technician,Instrument Technician,Project Coordinator
Bachelor,,0.716666667,1,2014,3.82,3.0,25.0,0,1,Civil Engineering,Undeclared,Engineer,Medical Receptionist,Teller
Bachelor,,0.306666667,1,1988,,2.0,25.0,0,0,Electrical Engineering,Undeclared,Engineering Technician,Engineering Technician,Maintenance Technician
Bachelor,,0.3833333333333333,1,,,,20.0,0,0,Accounting,Undeclared,Accountant,Accountant,Accountant
Bachelor,,0.383333333,1,2019,,5.0,30.0,0,0,Electrical Engineering,Undeclared,Machine Learning Engineer,,
PhD,,0.716666667,3,2015,,5.0,,1,0,Mechanical Engineering,Robotics Engineering,Process Engineer,Research Assistant,Researcher
Master,,0.35,2,2020,,5.0,24.0,0,0,Management,Information Technology,Business Analyst,,
Master,Marathi,0.7833333333333333,2,2011,,1.0,25.0,0,0,Finance,Health Technology,Investment Accountant,,Medical Technician
Bachelor,,0.65,1,2020,3.9,2.0,,1,0,Computer Science,Undeclared,Software Engineer,,
Bachelor,,0.85,1,2000,,4.0,,0,0,Electrical Engineering,Undeclared,Engineering Technician,Manufacturing Technician,Electronic Technician
Bachelor,,0.516666667,1,2020,,1.0,,1,0,Economics,Undeclared,Consultant,Analyst,
Bachelor,,0.716666667,1,2020,,,22.0,0,0,Civil Engineering,Undeclared,Intern,,
Bachelor,,0.6266666666666666,1,2009,,2.0,25.0,0,0,Accounting,Undeclared,Accountant,Customer Service Specialist,Store Manager
Bachelor,Polish,0.85,2,2020,,3.0,25.0,0,0,Accounting,Accounting,Accountant,Branch Service Specialist,Cashier
Bachelor,,0.66,1,2020,,1.0,,0,1,Mechanical Engineering,Undeclared,Market Research Analyst,,
Bachelor,,0.716666667,1,,3.6,5.0,28.0,0,1,Computer Science,Undeclared,Android Engineer,Android Engineer,
PhD,,0.65,3,2017,3.93,2.0,,0,0,Computer Science,Computer Science,Researcher,Research Assistant,Research Assistant
Bachelor,,0.516666667,1,2019,,2.0,25.0,0,1,Undeclared,Undeclared,Analyst,,
Bachelor,,0.816666667,1,2020,,3.0,25.0,0,1,Electrical Engineering,Undeclared,,,
Bachelor,,0.5499999999999999,1,2002,,1.0,,0,0,Accounting,Undeclared,Accountant,Accountant,Accountant
Bachelor,,0.85,1,2020,3.9,,20.0,1,0,Computer Science,Undeclared,Software Engineer,,
Master,,0.35,2,2021,,5.0,25.0,1,0,Computer Science,Data Science,Intern,,
PhD,French,0.3166666666666666,3,2014,,1.0,25.0,1,1,Pharmaceutical Studies,Undeclared,Business Development Director,Buisness Developer,Marketing Analyst
Bachelor,,0.65,2,2010,,1.0,25.0,0,0,Accounting,Accounting,Accountant,Accountant,Accountant
Bachelor,,0.85,1,2019,,5.0,,1,0,Computer Science,Undeclared,Machine Learning Engineer,,
Master,,0.7833333333333333,2,,,,18.0,0,0,Business Administration,Accounting,Accountant,Accountant,Church Administrator
Bachelor,,0.7433333333333333,1,,,4.0,,0,0,Mechanical Engineering,Undeclared,Business Development Director,Account Executive,Account Executive
Bachelor,,0.65,1,2019,,1.0,,0,1,Computer Science,Undeclared,,,
Master,,0.6933333333333334,2,,,4.0,,0,0,Undeclared,Finance,Manager,Finance Manager,
Bachelor,,0.4733333333333333,1,1996,,15.0,52.0,1,0,Undeclared,Undeclared,,,Others
Bachelor,,0.716666667,2,1999,,,18.0,0,1,Chemical Engineering,Pre-Medical Studies,Others,,
Master,,0.35,2,2020,,,18.0,1,0,Computer Science,Data Science,,,
Master,,0.65,2,2019,,3.0,,1,0,Mechanical Engineering,Data Science,Data Analyst,,
Bachelor,,0.7833333333333333,2,,,1.0,,0,0,General Studies,Architecture,Accountant,,Owner
Bachelor,,0.35,1,2020,,5.0,,0,0,Undeclared,Undeclared,Intern,,
Bachelor,,0.726666667,1,2020,,5.0,28.0,0,1,Statistics,Undeclared,Analyst,,
Bachelor,,0.783333333,1,2019,,2.0,25.0,0,0,Materials Engineering,Undeclared,Intern,,
Bachelor,,0.85,1,2019,,1.0,,0,1,Computer Engineering,Undeclared,,,
Bachelor,,0.75,1,2019,,1.0,,0,0,Information Technology,Undeclared,Analyst,,
Bachelor,,0.383333333,1,2019,,1.0,22.0,1,0,Computer Science,Undeclared,Intern,,
